timestamp,temp_in,temp_out,rpi_state,bat,fw_version
1594076136,14.48,12.7,-1,-1,4
1594076455,14.21,12.6,-1,-1,5
1594076761,14.09,12.5,-1,-1,5
1594077064,13.98,12.4,-1,-1,5
1594077368,13.86,12.3,-1,-1,5
1594077671,13.61,12.2,-1,-1,5
1594077976,13.76,12.0,-1,-1,5
1594078279,13.79,12.0,-1,-1,5
1594078582,13.84,12.0,-1,-1,5
1594078886,13.76,11.9,-1,-1,5
1594079189,13.32,11.8,-1,-1,5
1594079492,12.97,11.7,-1,-1,5
1594079795,12.89,11.7,-1,-1,5
1594080098,12.73,11.6,-1,-1,5
1594080401,12.37,11.5,-1,-1,5
1594080704,12.37,11.2,-1,-1,5
1594081007,12.46,11.3,-1,-1,5
1594081312,12.45,11.4,-1,-1,5
1594081615,12.45,11.4,-1,-1,5
1594081921,12.45,11.5,-1,-1,5
1594082224,12.44,11.4,-1,-1,5
1594082527,12.37,11.3,-1,-1,5
1594082830,12.36,11.2,-1,-1,5
1594083133,12.03,11.1,-1,-1,5
1594083436,12.03,10.9,-1,-1,5
1594083739,11.96,10.9,-1,-1,5
1594084042,12.03,10.8,-1,-1,5
1594084347,11.77,10.8,-1,-1,5
1594084650,11.69,10.6,-1,-1,5
1594084954,11.58,10.6,-1,-1,5
1594085258,11.49,10.5,-1,-1,5
1594085561,11.39,10.4,-1,-1,5
1594085864,11.21,10.4,-1,-1,5
1594086167,11.07,10.3,-1,-1,5
1594086470,10.98,10.2,-1,-1,5
1594086773,10.94,10.1,-1,-1,5
1594087076,10.88,10.0,-1,-1,5
1594087379,10.85,10.0,-1,-1,5
1594087683,10.88,9.9,-1,-1,5
1594087987,11.15,9.9,-1,-1,5
1594088290,10.96,9.8,-1,-1,5
1594088593,10.77,9.9,-1,-1,5
1594088895,10.76,10.0,-1,-1,5
1594089200,10.68,9.9,-1,-1,5
1594089505,10.52,9.9,-1,-1,5
1594089809,10.51,9.8,-1,-1,5
1594090112,10.44,9.7,-1,-1,5
1594090415,10.35,9.6,-1,-1,5
1594090718,10.36,9.5,-1,-1,5
1594091021,10.26,9.5,-1,-1,5
1594091325,10.14,9.5,-1,-1,5
1594091628,9.8,9.4,-1,-1,5
1594091931,9.63,9.3,-1,-1,5
1594092234,9.49,9.3,-1,-1,5
1594092537,9.45,9.2,-1,-1,5
1594092840,9.35,9.1,-1,-1,5
1594093143,9.26,9.1,-1,-1,5
1594093446,9.25,9.1,-1,-1,5
1594093751,9.13,9.1,-1,-1,5
1594094055,9.16,9.1,-1,-1,5
1594094358,9.13,9.1,-1,-1,5
1594094661,9.07,9.0,-1,-1,5
1594094964,9.03,9.1,-1,-1,5
1594095267,9.06,9.1,-1,-1,5
1594095571,9.13,9.2,-1,-1,5
1594095874,9.15,9.2,-1,-1,5
1594096179,9.14,9.4,-1,-1,5
1594096482,9.18,9.6,-1,-1,5
1594096785,9.25,9.9,-1,-1,5
1594097090,9.32,10.2,-1,-1,5
1594097393,9.39,10.2,-1,-1,5
1594097697,9.4,10.2,-1,-1,5
1594098002,9.42,10.3,-1,-1,5
1594098305,9.52,10.4,-1,-1,5
1594098608,9.63,10.8,-1,-1,5
1594098911,9.81,11.5,-1,-1,5
1594099214,9.93,11.9,-1,-1,5
1594099517,10.16,12.3,-1,-1,5
1594099820,10.33,12.9,-1,-1,5
1594100123,10.42,12.8,-1,-1,5
1594100426,10.57,13.2,-1,-1,5
1594100729,10.79,13.4,-1,-1,5
1594101033,10.98,13.4,-1,-1,5
1594101336,11.56,14.0,-1,-1,5
1594101639,11.91,14.2,-1,-1,5
1594101942,12.38,14.4,-1,-1,5
1594102245,12.81,14.5,-1,-1,5
1594102548,13.84,14.8,-1,-1,5
1594102852,14.22,15.7,-1,-1,5
1594103155,14.55,15.5,-1,-1,5
1594103458,15.07,16.0,-1,-1,5
1594103761,15.77,16.8,-1,-1,5
1594104064,15.6,17.4,-1,-1,5
1594104367,16.59,17.2,-1,-1,5
1594104670,16.97,17.8,-1,-1,5
1594104973,17.48,18.3,-1,-1,5
1594105276,17.76,18.5,-1,-1,5
1594105579,17.92,18.7,-1,-1,5
1594105883,17.73,19.0,-1,-1,5
1594106186,18.17,17.7,-1,-1,5
1594106489,18.1,18.8,-1,-1,5
1594106793,18.7,19.3,-1,-1,5
1594107096,19.05,19.4,-1,-1,5
1594107400,19.13,19.6,-1,-1,5
1594107703,19.34,20.0,-1,-1,5
1594108006,19.13,19.7,-1,-1,5
1594108309,19.13,20.6,-1,-1,5
1594108612,18.8,20.2,-1,-1,5
1594108915,19.05,20.8,-1,-1,5
1594109218,18.76,21.5,-1,-1,5
1594109522,18.95,20.8,-1,-1,5
1594109825,19.13,20.2,-1,-1,5
1594110130,18.74,21.4,-1,-1,5
1594110433,19.22,21.6,-1,-1,5
1594110736,19.33,21.8,-1,-1,5
1594111039,18.81,22.1,-1,-1,5
1594111342,18.76,22.0,-1,-1,5
1594111645,19.04,21.1,-1,-1,5
1594111949,19.51,21.1,-1,-1,5
1594112252,19.22,21.4,-1,-1,5
1594112555,19.63,20.9,-1,-1,5
1594112858,19.67,22.5,-1,-1,5
1594113161,19.62,23.0,-1,-1,5
1594113464,19.62,22.1,-1,-1,5
1594113768,19.63,22.4,-1,-1,5
1594114072,19.62,21.8,-1,-1,5
1594114375,20.0,22.7,-1,-1,5
1594114678,20.25,23.1,-1,-1,5
1594114981,20.25,24.1,-1,-1,5
1594115285,20.66,24.2,-1,-1,5
1594115589,20.25,25.2,-1,-1,5
1594115892,20.5,24.6,-1,-1,5
1594116197,20.33,24.0,-1,-1,5
1594116500,20.75,23.9,-1,-1,5
1594116803,20.38,24.6,-1,-1,5
1594117109,20.38,23.7,-1,-1,5
1594122986,21.78,27.3,-1,-1,5
1594123290,22.15,27.2,-1,-1,5
1594123593,22.29,27.1,-1,-1,5
1594123913,22.38,27.6,-1,-1,6
1594124188,22.39,28.3,-1,-1,6
1594124477,22.32,28.1,-1,-1,6
1594124767,22.29,28.5,-1,-1,6
1594125056,22.05,27.9,-1,-1,6
1594125346,21.79,26.4,-1,-1,6
1594125759,21.99,26.6,-1,-1,6
1594126048,21.68,26.6,-1,-1,6
1594126337,21.59,24.8,-1,-1,6
1594126627,21.86,24.6,-1,-1,6
1594126917,22.04,25.6,-1,-1,6
1594127207,22.17,26.1,-1,-1,6
1594127497,22.01,26.5,-1,-1,6
1594127787,22.33,26.7,-1,-1,6
1594128077,22.57,27.0,-1,-1,6
1594128367,22.72,26.8,-1,-1,6
1594128657,22.74,25.6,-1,-1,6
1594128947,22.85,26.6,-1,-1,6
1594129237,23.06,27.2,-1,-1,6
1594129527,23.09,27.8,-1,-1,6
1594129817,23.19,27.6,-1,-1,6
1594130107,23.36,27.8,-1,-1,6
1594130398,23.22,28.5,-1,-1,6
1594130687,23.27,26.6,-1,-1,6
1594130976,23.55,28.2,-1,-1,6
1594131269,23.8,27.7,-1,-1,6
1594131559,23.99,28.5,-1,-1,6
1594131850,24.06,28.3,-1,-1,6
1594132141,23.87,28.9,-1,-1,6
1594132431,23.84,29.3,-1,-1,6
1594132721,23.89,28.9,-1,-1,6
1594133011,24.07,28.6,-1,-1,6
1594133301,24.06,28.8,-1,-1,6
1594133591,24.15,26.9,-1,-1,6
1594133881,24.35,29.0,-1,-1,6
1594134171,24.41,29.4,-1,-1,6
1594134461,24.32,29.7,-1,-1,6
1594134751,24.41,27.1,-1,-1,6
1594135041,24.42,28.1,-1,-1,6
1594135329,24.5,28.9,-1,-1,6
1594135620,24.59,28.3,-1,-1,6
1594135912,24.39,29.0,-1,-1,6
1594136200,24.24,28.2,-1,-1,6
1594136489,24.42,28.5,-1,-1,6
1594136780,24.51,28.2,-1,-1,6
1594137070,24.5,27.9,-1,-1,6
1594137359,24.5,28.3,-1,-1,6
1594137650,24.59,28.4,-1,-1,6
1594137939,24.5,28.4,-1,-1,6
1594138229,24.49,28.1,-1,-1,6
1594138519,24.25,28.3,-1,-1,6
1594138809,24.24,28.3,-1,-1,6
1594139099,24.15,28.1,-1,-1,6
1594139389,24.15,28.1,-1,-1,6
1594139681,23.98,28.1,-1,-1,6
1594139968,23.92,27.6,-1,-1,6
1594140258,23.89,27.6,-1,-1,6
1594140550,23.88,27.6,-1,-1,6
1594140839,23.79,27.2,-1,-1,6
1594141128,23.69,27.5,-1,-1,6
1594141419,23.68,27.4,-1,-1,6
1594141711,23.41,27.2,-1,-1,6
1594141999,23.38,27.0,-1,-1,6
1594142289,23.19,27.1,-1,-1,6
1594142579,22.96,26.5,-1,-1,6
1594142868,22.94,26.3,-1,-1,6
1594143157,22.75,26.2,-1,-1,6
1594143447,22.64,25.6,-1,-1,6
1594143737,22.42,25.3,-1,-1,6
1594144027,22.27,25.3,-1,-1,6
1594144317,22.15,25.0,-1,-1,6
1594144607,22.06,24.7,-1,-1,6
1594144897,21.98,24.5,-1,-1,6
1594145187,21.78,24.6,-1,-1,6
1594145476,21.61,24.4,-1,-1,6
1594145766,21.45,24.3,-1,-1,6
1594146058,21.38,24.0,-1,-1,6
1594146345,21.29,23.8,-1,-1,6
1594146635,21.09,23.5,-1,-1,6
1594146924,20.94,23.0,-1,-1,6
1594147214,20.77,22.7,-1,-1,6
1594147504,20.61,22.4,-1,-1,6
1594147793,20.33,22.0,-1,-1,6
1594148082,20.07,21.7,-1,-1,6
1594148372,19.92,21.5,-1,-1,6
1594148664,19.75,21.3,-1,-1,6
1594148951,19.52,20.7,-1,-1,6
1594149240,19.54,19.9,-1,-1,6
1594149530,19.4,20.0,-1,-1,6
1594149819,19.56,19.7,-1,-1,6
1594150109,19.74,19.2,-1,-1,6
1594150398,19.69,19.2,-1,-1,6
1594150688,19.69,18.9,-1,-1,6
1594150978,19.69,18.6,-1,-1,6
1594151267,19.52,18.0,-1,-1,6
1594151556,19.29,18.3,-1,-1,6
1594151846,19.13,18.2,-1,-1,6
1594152135,18.95,18.1,-1,-1,6
1594152426,18.72,18.0,-1,-1,6
1594152713,18.51,17.9,-1,-1,6
1594153002,18.28,17.4,-1,-1,6
1594153291,18.34,16.9,-1,-1,6
1594153581,18.27,16.4,-1,-1,6
1594153870,17.92,16.4,-1,-1,6
1594154161,17.83,16.2,-1,-1,6
1594154449,17.74,16.1,-1,-1,6
1594154738,17.6,16.0,-1,-1,6
1594155028,17.32,16.1,-1,-1,6
1594155318,17.23,15.8,-1,-1,6
1594155607,17.05,15.8,-1,-1,6
1594155897,16.97,15.6,-1,-1,6
1594156186,16.88,15.8,-1,-1,6
1594156476,16.82,15.8,-1,-1,6
1594156765,16.73,15.6,-1,-1,6
1594157054,16.56,15.6,-1,-1,6
1594157344,16.19,15.3,-1,-1,6
1594157633,16.12,15.3,-1,-1,6
1594157923,16.03,15.0,-1,-1,6
1594158212,15.93,15.0,-1,-1,6
1594158501,15.82,14.9,-1,-1,6
1594158792,15.71,14.9,-1,-1,6
1594159080,15.62,14.8,-1,-1,6
1594159369,15.62,14.6,-1,-1,6
1594159659,15.26,14.4,-1,-1,6
1594159947,15.13,14.4,-1,-1,6
1594160237,15.06,14.3,-1,-1,6
1594160526,14.99,14.2,-1,-1,6
1594160817,14.89,14.0,-1,-1,6
1594161107,14.81,13.8,-1,-1,6
1594161392,14.81,13.5,-1,-1,6
1594161682,14.57,13.4,-1,-1,6
1594161971,14.53,13.5,-1,-1,6
1594162261,14.48,13.4,-1,-1,6
1594162550,14.46,13.3,-1,-1,6
1594162839,14.15,13.2,-1,-1,6
1594163129,14.04,13.2,-1,-1,6
1594163418,14.04,13.1,-1,-1,6
1594163708,14.04,12.9,-1,-1,6
1594163997,13.88,12.9,-1,-1,6
1594164286,13.74,12.8,-1,-1,6
1594164575,13.67,12.8,-1,-1,6
1594164865,13.55,12.7,-1,-1,6
1594165155,13.51,12.7,-1,-1,6
1594165444,13.52,12.7,-1,-1,6
1594165734,13.43,12.7,-1,-1,6
1594166024,13.35,12.8,-1,-1,6
1594166312,13.23,12.7,-1,-1,6
1594166602,13.17,12.6,-1,-1,6
1594166891,13.16,12.6,-1,-1,6
1594167181,13.11,12.6,-1,-1,6
1594167470,13.0,12.6,-1,-1,6
1594167760,12.9,12.5,-1,-1,6
1594168050,12.83,12.5,-1,-1,6
1594168343,12.73,12.4,-1,-1,6
1594168628,12.71,12.3,-1,-1,6
1594168918,12.64,12.3,-1,-1,6
1594169207,12.55,12.2,-1,-1,6
1594169497,12.55,12.1,-1,-1,6
1594169786,12.55,12.1,-1,-1,6
1594170075,12.5,12.1,-1,-1,6
1594170364,12.4,12.1,-1,-1,6
1594170654,12.36,12.1,-1,-1,6
1594170943,12.3,12.1,-1,-1,6
1594171235,12.21,12.0,-1,-1,6
1594171522,12.11,12.0,-1,-1,6
1594171811,12.12,12.0,-1,-1,6
1594172100,12.03,12.0,-1,-1,6
1594172392,12.03,11.9,-1,-1,6
1594172679,12.1,12.0,-1,-1,6
1594172968,12.0,12.0,-1,-1,6
1594173258,11.95,11.9,-1,-1,6
1594173547,11.92,12.0,-1,-1,6
1594173838,11.87,11.9,-1,-1,6
1594174126,11.84,11.9,-1,-1,6
1594174417,11.76,11.9,-1,-1,6
1594174704,11.76,11.9,-1,-1,6
1594174993,11.75,11.9,-1,-1,6
1594175283,11.73,11.9,-1,-1,6
1594175572,11.69,11.8,-1,-1,6
1594175862,11.68,11.8,-1,-1,6
1594176151,11.68,11.7,-1,-1,6
1594176440,11.68,11.7,-1,-1,6
1594176730,11.58,11.7,-1,-1,6
1594177019,11.52,11.6,-1,-1,6
1594177308,11.5,11.6,-1,-1,6
1594177598,11.5,11.5,-1,-1,6
1594177887,11.45,11.5,-1,-1,6
1594178176,11.32,11.5,-1,-1,6
1594178465,11.3,11.5,-1,-1,6
1594178754,11.21,11.5,-1,-1,6
1594179043,11.23,11.4,-1,-1,6
1594179332,11.13,11.4,-1,-1,6
1594179622,11.06,11.4,-1,-1,6
1594179911,11.05,11.4,-1,-1,6
1594180200,11.05,11.4,-1,-1,6
1594180490,11.04,11.4,-1,-1,6
1594180779,11.32,11.4,-1,-1,6
1594181069,11.19,11.5,-1,-1,6
1594181359,11.1,11.6,-1,-1,6
1594181648,11.21,11.7,-1,-1,6
1594181938,11.21,11.8,-1,-1,6
1594182230,11.25,11.9,-1,-1,6
1594182516,11.31,11.9,-1,-1,6
1594182806,11.36,12.0,-1,-1,6
1594183098,11.36,12.1,-1,-1,6
1594183386,11.5,12.2,-1,-1,6
1594183674,11.49,12.3,-1,-1,6
1594183963,11.56,12.4,-1,-1,6
1594184252,11.6,12.6,-1,-1,6
1594184541,11.59,12.7,-1,-1,6
1594184831,11.58,12.7,-1,-1,6
1594185120,11.61,12.9,-1,-1,6
1594185410,11.68,12.9,-1,-1,6
1594185700,11.68,13.0,-1,-1,6
1594185989,11.68,13.1,-1,-1,6
1594186281,11.83,13.3,-1,-1,6
1594186568,11.88,13.8,-1,-1,6
1594186857,11.95,13.8,-1,-1,6
1594187147,12.11,14.0,-1,-1,6
1594187437,12.29,14.0,-1,-1,6
1594187727,12.47,14.1,-1,-1,6
1594188016,12.65,14.8,-1,-1,6
1594188306,12.91,14.7,-1,-1,6
1594188596,13.37,15.3,-1,-1,6
1594188886,13.68,15.5,-1,-1,6
1594189176,13.95,15.6,-1,-1,6
1594189465,14.21,15.8,-1,-1,6
1594189756,14.56,16.0,-1,-1,6
1594190045,14.91,16.5,-1,-1,6
1594190335,15.2,16.8,-1,-1,6
1594190625,15.69,17.1,-1,-1,6
1594190915,15.95,17.4,-1,-1,6
1594191205,16.19,17.4,-1,-1,6
1594191494,16.57,17.8,-1,-1,6
1594191784,16.83,18.5,-1,-1,6
1594192074,17.08,18.4,-1,-1,6
1594192364,17.49,18.6,-1,-1,6
1594192655,17.69,18.7,-1,-1,6
1594192945,17.83,18.8,-1,-1,6
1594193234,18.1,19.2,-1,-1,6
1594193524,18.21,19.7,-1,-1,6
1594193816,18.34,20.1,-1,-1,6
1594194106,18.58,20.3,-1,-1,6
1594194517,18.74,20.0,-1,-1,6
1594194806,19.1,20.9,-1,-1,6
1594195096,19.23,21.0,-1,-1,6
1594195386,19.41,21.5,-1,-1,6
1594195676,19.58,22.6,-1,-1,6
1594195966,19.77,21.8,-1,-1,6
1594196259,20.1,22.2,-1,-1,6
1594196545,20.36,21.9,-1,-1,6
1594196835,20.7,22.5,-1,-1,6
1594197126,21.04,22.4,-1,-1,6
1594197418,20.77,23.1,-1,-1,6
1594197705,21.27,23.9,-1,-1,6
1594197995,21.34,23.8,-1,-1,6
1594198285,21.95,24.4,-1,-1,6
1594198575,21.85,23.5,-1,-1,6
1594198866,22.02,24.8,-1,-1,6
1594199158,22.1,24.9,-1,-1,6
1594199446,22.37,25.7,-1,-1,6
1594199736,22.71,26.1,-1,-1,6
1594200026,23.07,26.5,-1,-1,6
1594200316,23.18,26.2,-1,-1,6
1594200605,23.63,26.0,-1,-1,6
1594200895,23.8,26.5,-1,-1,6
1594201185,23.86,26.1,-1,-1,6
1594201474,24.13,27.2,-1,-1,6
1594201763,24.11,25.8,-1,-1,6
1594202054,23.89,26.1,-1,-1,6
1594202344,24.02,28.0,-1,-1,6
1594202634,23.87,27.9,-1,-1,6
1594202923,23.75,27.8,-1,-1,6
1594203213,23.86,27.5,-1,-1,6
1594203503,24.04,27.7,-1,-1,6
1594203793,23.9,27.7,-1,-1,6
1594204082,23.97,27.9,-1,-1,6
1594204371,24.12,28.1,-1,-1,6
1594204661,24.24,28.1,-1,-1,6
1594204950,24.14,27.5,-1,-1,6
1594205239,24.24,28.1,-1,-1,6
1594205529,24.49,28.3,-1,-1,6
1594205818,24.59,28.5,-1,-1,6
1594206111,24.71,28.4,-1,-1,6
1594206399,24.66,28.7,-1,-1,6
1594206688,24.57,29.1,-1,-1,6
1594206978,24.71,28.7,-1,-1,6
1594207268,24.76,28.8,-1,-1,6
1594207561,24.66,28.7,-1,-1,6
1594207847,24.73,28.4,-1,-1,6
1594208136,24.82,28.8,-1,-1,6
1594208426,24.85,29.0,-1,-1,6
1594208716,24.94,29.1,-1,-1,6
1594209006,25.0,29.3,-1,-1,6
1594209295,24.94,29.5,-1,-1,6
1594209584,25.26,29.7,-1,-1,6
1594209877,25.27,29.7,-1,-1,6
